epoch,accuracy,loss,val_accuracy,val_loss
0,0.5543703436851501,1.231303334236145,NA,NA
1,0.5867056250572205,1.1396701335906982,NA,NA
2,0.6010560989379883,1.102472186088562,NA,NA
3,0.6118903756141663,1.0754610300064087,NA,NA
4,0.6202898621559143,1.0542999505996704,NA,NA
